url,category,trust_level,status,http_status,title,document_id,source_id,content_hash,fetched_at,error
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.04.029,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.04.030,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.05.001,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.05.006,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.05.008,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.06.004,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.06.014,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.06.038,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.06.039,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.06.040,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.06.041,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.06.043,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.06.044,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.001,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.003,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.017,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.018,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.021,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.023,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.031,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.035,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.036,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.041,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.042,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.044,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.07.045,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.08.004,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.08.016,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.08.020,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.08.037,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.08.040,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.08.045,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.09.001,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.09.008,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.09.016,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.09.026,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.09.032,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.09.035,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.004,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.007,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.008,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.010,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.012,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.017,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.018,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.022,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.026,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.033,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.036,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.10.038,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.11.002,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.11.006,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2025.11.011,????,high,fetch_failed,,,,,,,"HTTP 405: <!doctypehtml><html lang=""zh-cn""><meta charset=""utf-8""><meta http-equiv=""X-UA-Compatible""content=""IE=edge,chrome=1""><meta name=""data-spm""content=""a3c0e""><title>405</title><style>a,body,div,h2,html,p{margin:0;padding:0}a{text-decoration:none;color:#3b6ea3}.container{width:1000px;margin:auto;color:#69"
